Name of Facebook Group,Group URL,Number of followers (nearest 1000)
Jay Historical Society,"http://www.facebook.com/groups/126137434086313
",3200.0
Panhandle Pioneers,"http://www.facebook.com/groups/85830623830
",0.0
Wiregrass Genealogy High Bluff High Falls Oak Grove  Wesley Chapel St Paul,"http://www.facebook.com/groups/229632534079712
",1500.0
Genealogical Society of Santa Rosa County,"http://www.facebook.com/groups/gssrc
",2700.0
Genealogical Society of Sarasota,"http://www.facebook.com/groups/GSSarasota
",0.0
"Alumni of Pastfinders SLC Genealogical Society, Clermont FL","http://www.facebook.com/groups/pastfinderssouthlake
",0.0
Genealogical Society of Southeast Volusia County,"http://www.facebook.com/groups/1465862513495051
",0.0
Wiregrass Genealogy High Bluff High Falls Oak Grove  Wesley Chapel St Paul,"http://www.facebook.com/groups/229632534079712
",1500.0
Walton County Florida Genealogy,"http://www.facebook.com/groups/362124750575223
",0.0
Appalachian Coal Camps,"http://www.facebook.com/groups/415557188885514
",8100.0
"Appling County Georgia Ancestors Baxley, Georgia","http://www.facebook.com/groups/407110965844
",1700.0
Wiregrass Georgia Genealogy Research,"http://www.facebook.com/groups/WiregrassGeorgiaGenealogyResearch
",2900.0
"Days Gone By: Atkinson County, Georgia","http://www.facebook.com/groups/atcodaysgoneby
",4300.0
"You know you're from Pearson, Ga If........","http://www.facebook.com/groups/103776146388500
",0.0
Wiregrass Georgia Genealogy Research,"http://www.facebook.com/groups/WiregrassGeorgiaGenealogyResearch
",2900.0
Wiregrass Georgia Genealogy Research,"http://www.facebook.com/groups/WiregrassGeorgiaGenealogyResearch
",2900.0
Milledgeville Historic Preservation & Genealogy,"http://www.facebook.com/groups/1045585535488921
",2200.0
"📜 BEN HILL COUNTY, GEORGIA WITH GOD, JESUS CHRIST, AND THE HOLY SPIRIT!","http://www.facebook.com/groups/203723653158936
",0.0
Wiregrass Georgia Genealogy Research,"http://www.facebook.com/groups/WiregrassGeorgiaGenealogyResearch
",2900.0
"Berrien County, Ga Genealogy","http://www.facebook.com/groups/1571514359630506
",0.0
Wiregrass Georgia Genealogy Research,"http://www.facebook.com/groups/WiregrassGeorgiaGenealogyResearch
",2900.0
Wiregrass Georgia Genealogy Research,"http://www.facebook.com/groups/WiregrassGeorgiaGenealogyResearch
",2900.0
Wiregrass Georgia Genealogy Research,"http://www.facebook.com/groups/WiregrassGeorgiaGenealogyResearch
",2900.0
"Bryan County, GA History & Genealogy","http://www.facebook.com/groups/1378384925802385
",0.0
Bulloch County Genealogical Society,"http://www.facebook.com/groups/123829761562079
",0.0
Bulloch County History,"http://www.facebook.com/groups/55787732311
",0.0
Burke Co GA Genealogy,"http://www.facebook.com/groups/621336777946814
",0.0
Burke Co GA Genealogy,"http://www.facebook.com/groups/621336777946814
",0.0
Kingsland Georgia History,"http://www.facebook.com/groups/1379285812333443
",2000.0
St Marys Georgia History,"http://www.facebook.com/groups/1512208775756801
",3200.0
The Original Camden County Georgia History,"http://www.facebook.com/groups/1726067304288141
",2800.0
Wiregrass Georgia Genealogy Research,"http://www.facebook.com/groups/WiregrassGeorgiaGenealogyResearch
",2900.0
"CLEM  ,   GA.   HISTORY   .","http://www.facebook.com/groups/609998872410657
",0.0
Carroll County Georgia History,"http://www.facebook.com/groups/814500528682038
",1600.0
"Heard, Coweta, Troup and Carroll County GA Genealogy Group","http://www.facebook.com/groups/699528077184069
",0.0
Charlton County Historical Society,"http://www.facebook.com/groups/1742708352677131
",0.0
Wiregrass Georgia Genealogy Research,"http://www.facebook.com/groups/WiregrassGeorgiaGenealogyResearch
",2900.0
"History of Wilmington Island, GA","http://www.facebook.com/groups/196060964326751
",0.0
"Chattahoochee County, Georgia Genealogy","http://www.facebook.com/groups/252536264828535
",0.0
Huxford-Spear Genealogical Library,"http://www.facebook.com/groups/huxfordspeargenealogicallibrary
",0.0
Wiregrass Georgia Genealogy Research,"http://www.facebook.com/groups/WiregrassGeorgiaGenealogyResearch
",2900.0
"Mableton, Georgia. Memories and History of the Area.","http://www.facebook.com/groups/1032351876776625
",5700.0
1834-1949 Marietta GA History,"http://www.facebook.com/groups/MariettaGaHistory1834.1949
",1300.0
1950-1999 Marietta GA History,"http://www.facebook.com/groups/303179006854
",4900.0
Save Acworth History,"http://www.facebook.com/groups/SaveAcworthHistory
",5000.0
Douglas GA Family History Center,"http://www.facebook.com/groups/353673058071772
",0.0
Wiregrass Georgia Genealogy Research,"http://www.facebook.com/groups/WiregrassGeorgiaGenealogyResearch
",2900.0
Wiregrass Georgia Genealogy Research,"http://www.facebook.com/groups/WiregrassGeorgiaGenealogyResearch
",2900.0
Coweta County Georgia Genealogy,"http://www.facebook.com/groups/212329848965801
",0.0
"Heard, Coweta, Troup and Carroll County GA Genealogy Group","http://www.facebook.com/groups/699528077184069
",0.0
Crawford County GA History and Genealogy,"http://www.facebook.com/groups/317618048943577
",0.0
Atlanta History And The Georgia Connections.,"http://www.facebook.com/groups/398394703694382
",0.0
You've lived in ATL a long time if you remember....,"http://www.facebook.com/groups/35571284073
",81700.0
Metro Atlanta Police History,"http://www.facebook.com/groups/436993340003137
",1100.0
Skip Mason's Vanishing Black Atlanta History,"http://www.facebook.com/groups/skipmasonblackatlantahistory
",60800.0
Tucker History Discussions,"http://www.facebook.com/groups/261405873958814
",1400.0
DNA Tested African Descendants In the Gullah Geechee Corridor,"http://www.facebook.com/groups/Gullah.Geechee.DNA
",1000.0
Vintage Albany Georgia,"http://www.facebook.com/groups/vintagealbanygeorgia
",11300.0
"East Georgia Genealogical Society, Inc","http://www.facebook.com/groups/gaeggs
",0.0
Wiregrass Georgia Genealogy Research,"http://www.facebook.com/groups/WiregrassGeorgiaGenealogyResearch
",2900.0
"Fannin Co., GA - Historical Photos and Information","http://www.facebook.com/groups/1459852884268723
",8800.0
Rome/Floyd County History,"http://www.facebook.com/groups/409470615787045
",4900.0
Forsyth County Ga History,"http://www.facebook.com/groups/forsythcohist
",4800.0
Atlanta History And The Georgia Connections.,"http://www.facebook.com/groups/398394703694382
",0.0
You've lived in ATL a long time if you remember....,"http://www.facebook.com/groups/35571284073
",81700.0
Metro Atlanta Police History,"http://www.facebook.com/groups/436993340003137
",1100.0
Skip Mason's Vanishing Black Atlanta History,"http://www.facebook.com/groups/skipmasonblackatlantahistory
",60800.0
Skip Mason's Vanishing Black Atlanta History,"http://www.facebook.com/groups/skipmasonblackatlantahistory
",60800.0
Georgia Genealogy! Just Ask!,"http://www.facebook.com/groups/GeorgiaGenealogyJustAsk
",2500.0
Georgia Genealogy Network,"http://www.facebook.com/groups/173266752734188
",10400.0
Georgia Genealogy,"http://www.facebook.com/groups/242297619272568
",4600.0
Georgia History through Pictures and Memories,"http://www.facebook.com/groups/626040644073829
",13400.0
"Georgia, Alabama and Florida Genealogy","http://www.facebook.com/groups/254718667932285
",4300.0
Wiregrass Georgia Genealogy Research,"http://www.facebook.com/groups/WiregrassGeorgiaGenealogyResearch
",2900.0
Genealogy Study GROUP  - Lawrenceville GA,"http://www.facebook.com/groups/1799822466925645
",0.0
Habersham County Genealogy,"http://www.facebook.com/groups/387579928051147
",1400.0
"Hall County, Georgia genealogy","http://www.facebook.com/groups/302293003260210
",1400.0
"Heard, Coweta, Troup and Carroll County GA Genealogy Group","http://www.facebook.com/groups/699528077184069
",0.0
Wiregrass Georgia Genealogy Research,"http://www.facebook.com/groups/WiregrassGeorgiaGenealogyResearch
",2900.0
Wiregrass Georgia Genealogy Research,"http://www.facebook.com/groups/WiregrassGeorgiaGenealogyResearch
",2900.0
Remembering Wrens Georgia,"http://www.facebook.com/groups/416975268401228
",4300.0
The History Of Jones Co Ga,"http://www.facebook.com/groups/1730515223886744
",0.0
Wiregrass Georgia Genealogy Research,"http://www.facebook.com/groups/WiregrassGeorgiaGenealogyResearch
",2900.0
Liberty County Historical Society,"http://www.facebook.com/groups/241282946590827
",0.0
Lineage Societies of Georgia,"http://www.facebook.com/groups/564969403700876
",0.0
Lowcountry Tombstones,"http://www.facebook.com/groups/316384848487021
",0.0
Wiregrass Georgia Genealogy Research,"http://www.facebook.com/groups/WiregrassGeorgiaGenealogyResearch
",2900.0
Muscogee County Georgia Genealogy Group,"http://www.facebook.com/groups/2110592182504680
",0.0
Newton County Georgia Genealogy,"http://www.facebook.com/groups/289624867756457
",0.0
EXPLORING NORTH GEORGIA HISTORY WITH PICTURES,"http://www.facebook.com/groups/255023701193138
",3500.0
North Georgia Genealogy,"http://www.facebook.com/groups/170646579681379
",4600.0
Northeast Georgia Historical and Genealogical Society,"http://www.facebook.com/groups/397400023758751
",1500.0
"NE GA's ""GOLDEN CORNER"" GENEALOGY","http://www.facebook.com/groups/776470265698802
",0.0
Wiregrass Georgia Genealogy Research,"http://www.facebook.com/groups/WiregrassGeorgiaGenealogyResearch
",2900.0
Pike County (Georgia) Historical Society,"http://www.facebook.com/groups/164655533910694
",3500.0
Province of Carolina History & Genealogy,"http://www.facebook.com/groups/125880981908
",0.0
History Of Augusta Georgia,"http://www.facebook.com/groups/1786832914876192
",8300.0
South Georgia Genealogy,"http://www.facebook.com/groups/180391912087933
",0.0
"Georgia, Alabama and Florida Genealogy","http://www.facebook.com/groups/254718667932285
",4300.0
Griffin-Spalding African American History Project,"http://www.facebook.com/groups/142999793213635
",1800.0
"Griffin-Spalding County, Georgia Genealogy and History Exchange","http://www.facebook.com/groups/griffinfamilytrees
",0.0
Stephens County Georgia History Club,"http://www.facebook.com/groups/1876629955742260
",6100.0
Tattnall County GA Genealogy,"http://www.facebook.com/groups/430872946932147
",0.0
Wiregrass Georgia Genealogy Research,"http://www.facebook.com/groups/WiregrassGeorgiaGenealogyResearch
",2900.0
Wiregrass Georgia Genealogy Research,"http://www.facebook.com/groups/WiregrassGeorgiaGenealogyResearch
",2900.0
"Heard, Coweta, Troup and Carroll County GA Genealogy Group","http://www.facebook.com/groups/699528077184069
",0.0
Wiregrass Georgia Genealogy Research,"http://www.facebook.com/groups/WiregrassGeorgiaGenealogyResearch
",2900.0
Vintage Georgia USA,"http://www.facebook.com/groups/140197739324959
",4100.0
Wiregrass Georgia Genealogy Research,"http://www.facebook.com/groups/WiregrassGeorgiaGenealogyResearch
",2900.0
"Cohutta, Ga.......Memories and old pictures....history and legends","http://www.facebook.com/groups/462815723817008
",1300.0
Wiregrass Georgia Genealogy Research,"http://www.facebook.com/groups/WiregrassGeorgiaGenealogyResearch
",2900.0
SOUTH GEORGIA FAMILIES & MORE,"http://www.facebook.com/groups/1711228479141303
",3900.0
Wiregrass Georgia Genealogy Research,"http://www.facebook.com/groups/WiregrassGeorgiaGenealogyResearch
",2900.0
Caledonian Society Of Hawaii,"http://www.facebook.com/groups/167257079959337
",0.0
FAMOUS HAWAIIANS IN HISTORY!,"http://www.facebook.com/groups/331554037032281
",0.0
Miloli'i Village Genealogy,"http://www.facebook.com/groups/348803135195512
",0.0
Mooolelo: Hawaiian History,"http://www.facebook.com/groups/659769894090398
",6900.0
Hawaii Genealogy! Just Ask!,"http://www.facebook.com/groups/HawaiiGenealogyJustAsk
",0.0
Hawaii's Mixed Genealogical Group,"http://www.facebook.com/groups/639601276125779
",0.0
Hawaiian History and Culture + Oceania Connections,"http://www.facebook.com/groups/164871330203405
",33900.0
Hawaiian Roots,"http://www.facebook.com/groups/1418578301738113
",0.0
History of Hawaiʻi Island (The Big Island) in photos.,"http://www.facebook.com/groups/905858239482096
",15200.0
Pearl Harbor Survivors Stories and Memorials,"http://www.facebook.com/groups/667039773326886
",1200.0
Waikiki & Honolulu in the 50's & 60's,"http://www.facebook.com/groups/WaikikiAndHonoluluInThe50sAnd60s
",4600.0
Native Hawaiian Genealogy Society (NHGSoc),"http://www.facebook.com/groups/nhgsoc
",14600.0
Pearl Harbor Survivors Stories and Memorials,"http://www.facebook.com/groups/667039773326886
",1200.0
Polynesian DNA,"http://www.facebook.com/groups/605508099482290
",1800.0
"History Of Boise, Idaho - From 1863","http://www.facebook.com/groups/114625865783301
",27300.0
History of Meridian Idaho,"http://www.facebook.com/groups/523213908487428
",2100.0
"Bear Lake County, Idaho Genealogy and Family History","http://www.facebook.com/groups/288466861323019
",0.0
Caldwell County (KY) Genealogy Society,"http://www.facebook.com/groups/CaldwellCountyGenealogySociety
",0.0
"HARPALION DESCENDANTS, 1912","http://www.facebook.com/groups/820709454627211
",0.0
"HELIOPOLIS DESCENDANTS, 1907","http://www.facebook.com/groups/411469232333635
",0.0
"ORTERIC DESCENDANTS, 1911","http://www.facebook.com/groups/OrtericDescendants
",0.0
Explorers of the Southwest,"http://www.facebook.com/groups/1676770169300592
",3700.0
Idaho Genealogy! Just Ask!,"http://www.facebook.com/groups/IdahoGenealogyJustAsk
",0.0
Idaho Genealogy Network,"http://www.facebook.com/groups/236480456380569
",0.0
Idaho History 1800 to Present.,"http://www.facebook.com/groups/397526214154529
",63700.0
Kootenai County Idaho Genealogy,"http://www.facebook.com/groups/265750974407941
",0.0
Lost River Valley History,"http://www.facebook.com/groups/1020968434623322
",2600.0
North Idaho Fishing History,"http://www.facebook.com/groups/185199168903990
",1600.0
North Idaho History,"http://www.facebook.com/groups/NorthIdahoHistory
",17700.0
Old West History Consortium,"http://www.facebook.com/groups/OldWestHistoryConsortium
",2000.0
"OLD WEST LEGENDS,Outlaws, Gunfighters, Lawmen .","http://www.facebook.com/groups/204190439914193
",40400.0
The Rearchers of the Old Wild West,"http://www.facebook.com/groups/711072169663110
",0.0
Saving History Adam's County Illinois,"http://www.facebook.com/groups/1686800514771419
",0.0
"Adams County, Illinois Genealogy","http://www.facebook.com/groups/136158013221305
",0.0
Association of Professional Genealogists - Chicago Area Chapter,"http://www.facebook.com/groups/ChicagoAreaAPG
",0.0
"Boone County Then and Now (Belvidere, Illinois)","http://www.facebook.com/groups/147045742131130
",5800.0
Memories Of Growing Up In Calhoun County,"http://www.facebook.com/groups/MemoriesOfGrowingUpInCalhoun
",2500.0
Cass County Historical & Genealogical Society,"http://www.facebook.com/groups/102475096472983
",1500.0
